GeneID;1-BC31;1-BC39;1-BC47;1-CR3;2-BC10;2-BC11;2-BC27;2-BC2;2-BC30;2-BC35;2-BC36;2-BC38;2-BC3;2-BC41;2-BC4;2-BC59;2-BC5;2-BC6;2-BC7;2-BC8;2-BC93;2-BC9;2-CR12;2-CR15;3-BC12;3-BC50;3-BC55;3-BC58;3-BC62;3-BC74;3-BC75;3-BC77;3-BC80;3-BC82;3-BC83;3-BC84;3-BC86;3-CR1;3-CR4;3-CR5;3-CR8
hsa-miR-3174;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;4;1;0;0;0;0;0;0
hsa-miR-3175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;1;0;0;0;1;0;0;4;0;0;0;5;0;5;0;0;0;1;0;0;0;0;0
hsa-miR-3176;0;0;0;0;2;1;5;2;5;7;0;0;0;3;1;14;1;1;7;3;0;2;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3177-3p;0;2;0;0;1;0;0;2;1;15;0;1;0;1;2;13;0;0;2;0;0;0;4;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3177-5p;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3178;3;0;3;0;0;5;2;4;5;1;0;2;1;2;9;1;2;5;4;0;0;19;2;10;4;3;4;1;8;3;1;2;1;2;4;2;0;0;2;0;2
hsa-miR-3179;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;6;0;3;3;0;0;0;0;0;6;0;0;0;0;0
hsa-miR-3180;0;0;0;0;3;0;0;0;0;4;0;0;0;1;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;1;0
hsa-miR-3180-3p;0;0;0;0;7;0;0;0;1;11;0;2;5;2;1;6;3;2;8;2;1;0;3;2;3;8;0;3;4;7;0;4;0;0;12;5;0;0;0;1;9
hsa-miR-3180-5p;6;1;0;0;2;0;2;1;4;19;0;0;0;3;2;25;2;2;8;3;0;4;0;1;12;2;5;0;22;22;7;5;0;0;0;0;0;0;0;0;0
hsa-miR-3181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3182;3;0;0;0;0;3;4;4;2;32;0;1;1;1;9;41;1;4;3;0;0;7;0;0;0;0;4;0;2;9;0;0;2;10;3;0;0;0;0;0;1
hsa-miR-3183;0;0;0;0;0;0;1;0;0;2;0;0;1;1;0;6;0;0;2;1;0;0;0;0;0;0;0;7;0;1;2;0;0;0;0;0;0;0;0;5;0
hsa-miR-3184-3p;1255;2452;2231;587;5186;1854;2031;5833;3216;18797;787;2658;1958;5428;2724;28271;2808;2594;10274;4531;328;2797;7058;970;4102;41760;34362;62731;198165;79140;26613;27351;39167;63179;76557;42228;36156;2;29128;14310;41636
hsa-miR-3184-5p;21;26;30;10;154;130;78;197;66;289;10;85;37;205;79;702;24;76;275;126;32;95;108;59;16;9;7;4;6;16;6;4;10;17;11;16;7;0;4;3;27
hsa-miR-3185;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3186-3p;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
hsa-miR-3186-5p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3187-3p;2;1;12;0;11;7;5;10;0;24;0;2;1;15;4;96;7;1;6;6;1;0;14;3;2;0;6;5;7;12;1;0;0;3;8;2;3;0;0;4;11
hsa-miR-3187-5p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3188;0;0;0;0;0;0;0;0;0;6;0;1;0;4;0;11;0;1;1;1;0;0;1;0;3;0;0;1;22;15;0;0;5;0;0;0;0;0;0;4;2
hsa-miR-3189-3p;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3189-5p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3190-3p;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3190-5p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
hsa-miR-3191-3p;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;4;0;0;0;0;0;0;0;0;0
hsa-miR-3191-5p;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3192-3p;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;1;0;0;0;0;1;0;0;0;0;0;7;0;1
hsa-miR-3192-5p;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;3;2;0;0;0;0;0;0;0;0;0;0;0;13;6;1;0;0;0;8;1;0;0;0;2;0
hsa-miR-3193;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
hsa-miR-3194-3p;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;7;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3194-5p;0;0;0;0;0;0;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
hsa-miR-3195;0;0;0;0;1;2;3;1;2;0;0;1;0;0;1;0;1;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3196;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;4;0;2;5;3;0;0;0;0;0;0;0;0;2;2
hsa-miR-3197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
hsa-miR-3198;0;0;0;0;0;0;3;1;1;8;0;0;2;1;2;9;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;1;4;0;0;0;2;0;6;1;0
hsa-miR-3199;0;2;0;0;2;0;0;4;0;0;0;1;0;2;0;13;0;3;1;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
hsa-miR-32-3p;0;0;0;0;1;0;0;1;0;1;0;0;1;2;0;3;0;0;0;0;0;0;0;0;0;0;11;0;20;23;3;8;0;6;6;1;3;0;0;2;0
hsa-miR-32-5p;0;44;4;0;36;7;8;216;45;136;0;35;12;229;1;344;2;6;45;26;16;3;68;0;0;0;0;0;0;4;0;5;0;3;5;6;0;0;1;0;1
hsa-miR-3200-3p;1;2;0;0;1;0;0;12;0;2;0;0;2;13;1;34;0;0;7;0;0;1;5;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2
hsa-miR-3200-5p;0;0;0;0;3;0;0;10;0;6;0;0;1;7;0;15;0;1;7;4;1;0;4;0;2;5;23;13;14;57;23;25;16;23;66;12;21;0;0;9;21
hsa-miR-3201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3202;0;0;1;0;1;0;0;1;0;0;0;1;0;3;0;5;2;0;0;0;1;2;0;2;0;0;7;0;6;0;0;0;5;0;15;7;0;0;0;0;1
hsa-miR-320a-3p;1031;573;969;133;3782;2875;2219;5837;1675;15095;187;2399;1652;6709;3647;36774;3279;1940;7795;1727;299;3543;5810;3696;27160;13860;16831;19663;60400;51808;13419;13502;9370;21955;33801;18502;9444;0;33596;12715;24666
hsa-miR-320a-5p;0;0;0;0;3;2;0;0;0;0;0;0;0;0;2;1;1;0;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-320b;165;143;159;26;210;286;178;446;197;817;36;124;111;423;232;1772;170;204;490;167;29;202;318;158;1266;1171;1483;2440;3536;2688;994;1110;1130;3428;4596;2249;1233;0;1991;643;1652
hsa-miR-320c;133;134;112;31;98;177;93;211;142;404;29;70;59;211;102;847;79;118;210;84;19;87;149;59;343;345;649;679;1226;1020;320;433;486;1510;1879;1080;498;0;413;191;404
hsa-miR-320d;68;58;60;17;37;86;25;103;69;125;20;24;20;93;42;415;36;43;67;27;10;32;65;20;159;84;196;260;341;279;95;153;170;376;560;364;156;0;151;56;153
hsa-miR-320e;1;1;1;0;2;2;0;5;5;8;0;1;4;5;3;20;1;3;6;0;1;1;5;2;35;12;20;29;58;43;10;9;15;57;85;16;11;0;69;5;44
hsa-miR-323a-3p;0;0;0;0;2;0;0;5;0;53;0;1;0;11;0;56;0;1;0;0;0;0;6;0;0;0;0;0;6;13;2;2;0;6;0;0;0;0;0;0;0
hsa-miR-323a-5p;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;35;15;20;0;0;7;9;2;2;0;0;0;0
hsa-miR-323b-3p;0;0;0;0;0;0;0;4;0;46;0;0;0;9;1;137;0;4;0;2;0;1;4;0;0;0;0;0;5;41;1;0;0;8;0;0;1;0;0;0;0
hsa-miR-323b-5p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
hsa-miR-324-3p;14;7;14;0;56;14;24;84;28;222;0;54;14;70;36;387;11;17;121;47;5;34;70;22;2;5;13;3;8;7;16;1;1;3;15;6;3;0;0;0;7
hsa-miR-324-5p;1;33;41;0;59;23;39;217;21;225;0;69;39;159;44;562;34;52;265;95;14;47;126;13;3;65;79;62;520;220;305;126;55;154;196;42;39;0;14;19;116
hsa-miR-325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-326;7;0;0;0;33;14;17;51;17;524;0;26;37;67;60;1219;17;39;128;24;10;31;79;10;0;0;3;2;20;15;5;1;0;5;0;0;1;0;0;0;3
hsa-miR-328-3p;11;68;72;3;168;115;45;234;50;1443;4;73;35;264;46;4431;31;140;319;117;117;86;184;16;0;1;0;6;22;12;6;0;0;8;10;9;1;0;0;0;0
hsa-miR-328-5p;0;0;0;0;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;2;0;0;0;0;0;0;0;6;0;0
hsa-miR-329-3p;0;0;0;0;0;1;0;0;0;31;0;0;0;1;1;46;0;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-329-5p;0;0;1;0;0;0;2;0;0;5;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-330-3p;0;0;0;0;1;3;1;3;0;31;0;0;0;7;0;70;0;2;1;1;0;0;2;0;0;0;0;0;20;26;3;2;4;2;0;0;0;0;3;0;0
hsa-miR-330-5p;1;1;0;0;1;5;1;8;0;28;0;6;0;5;4;98;0;7;8;1;2;3;3;1;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-331-3p;0;3;0;0;4;2;0;22;1;30;0;2;2;10;6;77;2;5;11;4;3;3;7;0;0;0;0;0;3;2;4;2;0;0;0;0;0;0;0;1;0
hsa-miR-331-5p;0;0;0;0;3;0;2;1;4;6;0;7;1;4;3;12;0;5;9;5;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
hsa-miR-335-3p;0;2;0;0;0;0;2;10;1;28;0;3;0;5;0;140;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0
hsa-miR-335-5p;3;19;5;0;42;4;27;189;15;328;0;7;4;234;25;786;2;18;59;29;5;4;45;2;0;30;267;119;920;1954;523;439;552;504;932;397;128;0;26;151;54
hsa-miR-337-3p;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;9;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-337-5p;0;2;0;0;4;6;8;21;8;156;0;10;2;16;1;210;5;15;6;2;1;4;13;0;0;0;1;0;5;4;0;0;0;10;0;1;0;0;0;2;0
hsa-miR-338-3p;0;4;6;0;43;8;14;38;5;93;0;10;14;34;16;137;8;20;27;5;0;5;17;1;0;0;0;0;5;3;1;2;0;6;0;4;0;0;0;0;0
hsa-miR-338-5p;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-339-3p;0;5;6;0;78;33;44;95;29;249;2;61;30;108;53;421;20;34;91;22;12;22;60;6;82;56;222;134;656;514;509;138;128;261;313;165;79;0;133;60;199
hsa-miR-339-5p;6;14;10;15;107;66;25;125;30;776;0;114;41;258;70;2098;39;69;251;52;28;58;155;32;44;9;79;36;66;39;45;14;5;13;11;26;7;0;4;18;29
hsa-miR-33a-3p;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-33a-5p;2;5;6;1;26;8;18;41;17;100;0;17;9;55;20;139;7;11;29;1;13;24;32;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-33b-3p;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-33b-5p;0;1;2;0;1;15;3;7;1;5;0;8;5;16;10;23;3;3;14;9;0;4;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
hsa-miR-340-3p;0;0;0;0;0;0;0;0;0;2;0;2;0;4;0;17;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;2;0;0;0;0;2;0;0;0;0
hsa-miR-340-5p;0;37;6;0;36;7;19;138;24;345;1;23;4;172;9;601;0;16;27;20;36;3;27;1;0;0;9;5;16;48;12;5;12;10;11;5;0;0;4;6;7
hsa-miR-342-3p;39;520;256;36;634;185;252;2374;203;2507;20;252;49;2298;86;10175;49;403;1108;563;372;153;780;12;1;20;161;83;1467;1330;873;316;121;440;794;171;201;0;25;59;43
hsa-miR-342-5p;0;4;2;0;1;0;1;8;1;16;0;1;0;4;1;55;0;3;4;2;0;1;8;0;0;8;14;81;330;79;17;7;2;43;46;20;36;0;1;14;13
hsa-miR-345-3p;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-345-5p;2;4;8;0;76;29;26;87;19;179;1;42;12;119;41;432;9;24;119;32;7;51;73;11;7;8;15;0;2;8;8;6;5;21;4;7;2;0;4;11;11
hsa-miR-346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-34a-3p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-34a-5p;1;44;8;0;37;28;41;132;27;73;1;39;15;209;19;353;11;32;48;21;2;27;35;9;0;13;68;12;19;27;18;12;12;33;21;35;10;0;0;8;16
hsa-miR-34b-3p;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-34b-5p;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-34c-3p;0;0;0;0;0;1;0;1;2;1;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-34c-5p;0;0;0;0;0;0;1;2;0;0;0;1;0;1;0;3;0;3;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3529-3p;434;218;349;8;298;41;161;1194;146;668;5;176;60;765;102;1397;45;87;329;131;75;70;347;14;20;118;298;155;185;647;129;245;273;286;370;292;97;0;56;237;415
hsa-miR-3529-5p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3605-3p;0;2;5;0;6;0;3;3;1;10;0;3;0;14;1;30;1;2;1;0;5;1;2;0;2;0;7;3;3;17;6;7;6;0;22;4;6;0;0;2;3
hsa-miR-3605-5p;0;2;0;0;0;0;0;1;0;2;0;0;0;1;0;3;0;1;2;0;0;0;2;0;0;1;1;0;12;9;0;0;0;9;6;3;7;0;0;2;1
hsa-miR-3606-3p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3606-5p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-361-3p;18;44;47;0;119;41;55;275;42;394;3;71;22;167;21;1142;12;70;148;63;11;46;126;5;0;0;0;0;0;6;0;4;0;0;0;0;0;0;0;0;0
hsa-miR-361-5p;0;48;14;0;113;26;67;390;95;728;0;110;12;480;14;2041;9;52;118;77;26;21;126;2;2;13;62;19;130;304;117;53;51;104;169;62;31;0;5;45;27
hsa-miR-3610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
hsa-miR-3611;0;0;0;0;7;3;0;7;1;14;0;2;0;4;0;22;1;1;11;5;0;0;1;0;6;0;5;5;0;1;0;2;3;0;0;3;0;0;0;0;2
hsa-miR-3612;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3613-3p;3;0;1;0;3;3;3;15;3;5;2;1;0;9;0;48;2;0;11;5;0;3;1;3;0;0;0;0;7;3;0;0;0;0;0;0;0;0;0;0;5
hsa-miR-3613-5p;0;112;6;0;47;3;21;365;50;133;0;88;5;263;8;1243;7;7;38;21;23;8;49;2;0;0;7;0;2;4;4;2;0;0;9;0;0;0;0;3;0
hsa-miR-3614-3p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3614-5p;0;0;0;0;1;1;2;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;4;0;2;0;2;6;3;4;0;0;6;2;0;4;0;0
hsa-miR-3615;58;140;286;24;528;233;192;821;302;1509;12;277;63;991;138;3815;79;189;841;543;119;173;631;53;11;44;88;39;88;149;118;60;23;100;115;89;37;0;11;23;61
hsa-miR-3616-3p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3616-5p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3617-3p;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3617-5p;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;16;3;8;4;0;9;0;1;3;0;0;0;0
hsa-miR-3618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3619-3p;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3619-5p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-362-3p;0;1;0;0;1;0;3;1;1;5;0;1;0;6;0;1;0;2;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-362-5p;0;0;0;0;20;4;8;29;2;33;0;9;4;23;7;63;10;11;26;8;3;12;8;1;3;2;9;0;3;6;3;2;3;0;4;3;0;0;0;6;5
hsa-miR-3620-3p;0;0;0;0;0;1;0;0;2;2;0;0;0;2;0;8;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3620-5p;0;0;0;0;0;1;0;1;0;3;0;0;0;2;1;5;1;0;4;2;1;0;1;0;2;0;3;0;4;1;6;0;0;0;0;0;0;0;0;1;0
hsa-miR-3621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3622a-3p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3622a-5p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3622b-3p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
hsa-miR-3622b-5p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-363-3p;7;235;51;0;1274;85;221;2136;498;1138;5;427;93;956;221;2430;54;425;1208;650;106;205;538;26;1;4;16;11;0;10;20;14;21;18;28;4;3;0;7;9;23
hsa-miR-363-5p;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0
hsa-miR-3646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3648;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;2;1;0;0;0;0;0;2;2;0;2;0;0;2;0;0;3;0;0;0;0;0;0;0
hsa-miR-3649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3652;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3655;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3657;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;6;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-365a-3p;0;5;1;0;0;1;1;14;4;6;0;0;0;19;2;32;0;1;2;1;5;0;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0
hsa-miR-365a-5p;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;11;0;2;0;0;0;0;5;0;0;0;0;0;0
hsa-miR-365b-3p;0;6;0;0;0;1;1;16;3;7;0;0;0;18;1;32;0;1;5;1;4;0;5;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0
hsa-miR-365b-5p;1;2;0;0;0;0;0;1;1;0;1;1;0;5;0;1;0;0;0;1;1;3;2;0;0;0;0;20;0;0;0;0;3;0;0;0;0;0;0;0;0
hsa-miR-3660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3661;0;1;0;0;2;0;0;0;1;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3663-3p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hsa-miR-3663-5p;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
